# <Puzzle index>	<Unsolved percentage>	<Average solve time (ms)>
720	0.0	30213.090101489797
721	0.0	13915.960025275126
722	0.0	23850.77525151428
723	0.25	32446.985187319417
724	0.0	21265.65493119415
725	0.0	38168.52918150835
726	0.0	27877.08517780993
727	0.0	14662.133803358302
728	0.25	13024.821230055144
729	0.0	18978.890712955035
730	0.5	42133.45947209746
731	0.0	65488.310673623346
732	0.0	26288.44778914936
733	0.0	12696.994819911197
734	0.0	43396.15204872098
735	0.25	20582.302962119382
736	0.5	8081.37565292418
737	0.25	34772.15935243294
738	0.25	59119.38861571252
739	0.75	22094.772768206894
740	0.25	23420.440696024645
741	0.0	32898.19672354497
742	0.25	27396.965303923935
743	0.0	33879.06788603868
744	0.0	17510.77652303502
745	0.0	49000.6263195537
746	0.0	42153.47804897465
747	0.0	18768.372138612904
748	0.25	52124.29142339776
749	0.0	8648.42196693644
750	0.25	35745.664193605386
751	0.0	10800.021613831632
752	0.0	48301.99054267723
753	0.0	31832.46060507372
754	0.25	34720.39658902213
755	0.75	21935.368603095412
756	0.0	21451.73738594167
757	0.0	24154.56979512237
758	0.0	16103.913684841245
759	0.0	61238.803133019246
760	1.0	-1
761	0.5	66559.47654158808
762	0.0	13702.576528070495
763	0.75	30109.32617634535
764	0.25	37454.33083875105
765	0.25	18603.610708378255
766	0.0	15943.75708734151
767	0.0	41338.57962116599
768	0.25	39970.04058972622
769	0.25	45578.00904925292
770	0.0	39574.20124858618
771	0.25	26590.48628776024
772	0.25	38996.89351844912
773	0.0	16101.664842688479
774	0.5	68574.68980900012
775	0.0	29881.199049181305
776	0.25	25595.26230689759
777	0.5	35333.08454090729
778	0.0	30544.272093335167
779	0.5	45131.34077494033
780	0.0	22663.940806640312
781	0.0	30535.19756020978
782	0.0	10691.504238988273
783	0.0	27973.626195220277
784	0.0	51895.36678220611
785	0.25	25013.278608676046
786	0.0	15689.162095193751
787	1.0	-1
788	0.0	12574.554071296006
789	0.0	20102.234730962664
790	0.0	29193.319562007673
791	0.0	16867.314143804833
792	0.25	50504.13314330702
793	0.0	15276.369705796242
794	0.0	32567.24576302804
795	0.5	16081.997488625348
796	0.25	63253.12437365452
797	0.0	39783.3473070059
798	0.25	13008.431911778947
799	0.0	46940.88548317086
800	0.0	2212.5378391938284
801	0.0	24145.721877692267
802	0.0	29296.44953890238
803	0.25	31563.611943119515
804	0.0	38302.26823373232
805	0.5	10912.23386535421
806	0.0	18446.22847973369
807	0.0	5438.795243622735
808	0.0	25904.621168388985
809	0.0	11420.845836168155
810	1.0	-1
811	0.0	6379.679617006332
812	0.75	83388.01571028307
813	0.5	49286.62328328937
814	0.25	16707.69467484206
815	0.75	44639.84143873677
816	0.0	58143.37408938445
817	0.0	37406.4487189753
818	0.0	29178.99481987115
819	0.0	37612.8365638433
820	0.0	22074.572284473106
821	0.0	13942.541762371548
822	0.75	39042.79253492132
823	0.25	32462.243476416916
824	0.0	12980.248266132548
825	0.5	79131.41958555207
826	0.75	5262.058672029525
827	0.0	11770.017325994559
828	0.25	38401.0156391499
829	0.25	31662.010012504954
830	0.0	22867.258706712164
831	0.0	27049.917398951948
832	0.0	11988.002570462413
833	0.0	39676.233630627394
834	0.0	35721.63338330574
835	0.0	12165.484063792974
836	0.0	16416.948326164857
837	0.5	60047.3834190052
838	0.25	58681.76049754644
839	0.0	49088.58154411428
840	0.0	35156.23764204793
841	0.0	12449.946084525436
842	0.25	41264.74255789071
843	0.0	12703.062668209895
844	0.25	31419.071937600773
845	0.0	11103.239213232882
846	0.0	17037.159418105148
847	0.0	31715.76298121363
848	0.0	6483.867762610316
849	0.0	23133.040676242672
850	0.0	29874.35591907706
851	0.0	33137.784969760105
852	0.0	12133.724872488528
853	0.0	12697.64850451611
854	0.0	45475.61115352437
855	0.0	17267.02202297747
856	0.25	10492.966832437864
857	0.0	36079.709347570315
858	0.0	52962.42552890908
859	0.0	22114.04219432734
860	1.0	-1
861	0.0	31619.807791314088
862	0.25	55050.94422757005
863	0.0	26995.414890465327
864	0.0	33149.55488767009
865	0.25	19498.75331297517
866	0.0	33343.21402537171
867	0.0	12458.467438467778
868	0.0	44044.33873691596
869	0.0	22676.497807959095
870	0.5	13104.586606612429
871	0.0	14745.485986000858
872	0.0	30249.569741426967
873	0.25	36591.73366256679
874	0.0	31988.66700846702
875	0.0	30768.03407398984
876	0.0	5090.038087568246
877	0.0	13884.369032573886
878	0.0	5688.6522674467415
879	0.0	19874.014576082118
880	0.5	27404.437242774293
881	0.0	32764.310397789814
882	0.0	41621.889800415374
883	0.0	19106.77302465774
884	0.0	15081.854888354428
885	0.0	21773.664426524192
886	0.0	23513.8702794211
887	0.75	18054.823951795697
888	0.25	25058.804287109524
889	0.25	44235.14273079733
890	0.0	12822.686998639256
891	0.0	28416.840324993245
892	0.0	54421.24645889271
893	0.0	15431.20162410196
894	0.0	28901.632913039066
895	0.25	23859.94773497805
896	0.75	7470.8778210915625
897	0.0	29805.60462642461
898	0.0	43966.02053404786
899	0.5	48053.55836288072
900	0.25	78161.58821728702
901	0.0	9645.560203702189
902	0.5	7827.890590997413
903	0.0	14386.802174965851
904	0.25	45758.708890061826
905	0.0	26238.392736413516
906	0.25	26324.399629607797
907	0.5	41046.85413627885
908	0.25	22976.703479265172
909	0.0	29953.03770143073
910	0.0	34003.88309871778
911	0.0	44106.765592470765
912	0.0	32388.211157987826
913	0.0	28198.023447883315
914	0.0	36780.306000611745
915	0.0	22207.162572070956
916	0.25	3546.1628233703473
917	0.25	4104.767215282966
918	0.0	18761.203281464987
919	0.25	40684.06770657748
920	0.0	30604.537047911435
921	0.25	25861.304405145347
922	0.75	4391.366526950151
923	0.0	20465.66811471712
924	0.0	11243.89670684468
925	0.5	8430.20500219427
926	0.0	39993.804665398784
927	0.25	54047.87963846078
928	0.25	35080.607167910784
929	0.0	23643.773876712658
930	0.25	41276.04959672317
931	0.25	42713.15814989308
932	0.0	8591.381967416964
933	0.0	16883.198724826798
934	0.25	12851.145242806524
935	0.0	19236.35071364697
936	0.0	22716.1979310913
937	0.0	46042.54798358306
938	0.25	57804.32139321541
939	0.0	11302.887808531523
940	0.0	12193.614265182987
941	0.25	20167.133311741054
942	0.25	23233.52155725782
943	0.75	21889.23279196024
944	0.25	5593.424445639054
945	0.25	28391.1895416677
946	0.0	40638.84457782842
947	0.25	36904.65469549721
