# <Puzzle index>	<Unsolved percentage>	<Average solve time (ms)>
0	0.0	52.40022193174809
1	0.0	43.992237420752645
2	0.0	370.60169654432684
3	0.0	204.79602774139494
4	0.0	98.54596492368728
5	0.0	151.5810911078006
6	0.0	124.22854185570031
7	0.0	196.9978476408869
8	0.0	100.09703284595162
9	0.0	144.84923100098968
10	0.0	51.091259461827576
11	0.0	128.43685480765998
12	0.0	131.5270692575723
13	0.0	432.5325647369027
14	0.0	59.43355814088136
15	0.0	149.35632387641817
16	0.0	160.31541547272354
17	0.0	78.91660614404827
18	0.0	159.58490606863052
19	0.0	104.0607700124383
20	0.0	188.1555194268003
21	0.0	143.12901685480028
22	0.0	156.83751739561558
23	0.0	40.73103179689497
24	0.0	148.18937657400966
25	0.0	299.4883523788303
26	0.0	84.72778426948935
27	0.0	135.70377882570028
28	0.0	256.364704342559
29	0.0	76.89826982095838
30	0.0	108.98732021450996
31	0.0	168.19411411415786
32	0.0	102.06786403432488
33	0.0	140.44770877808332
34	0.0	64.06538875307888
35	0.0	180.4770577000454
36	0.0	242.4603464314714
37	0.0	88.38106703478843
38	0.0	774.7554904781282
39	0.0	248.91515576746315
40	0.0	99.24909379333258
41	0.0	278.3681544242427
42	0.0	70.18357748165727
43	0.0	64.79874474462122
44	0.0	248.36585693992674
45	0.0	121.26635503955185
46	0.0	96.63872339297086
47	0.0	256.25216495245695
48	0.0	86.04542363900691
49	0.0	598.1871585827321
50	0.0	141.98693179059774
51	0.0	135.83304802887142
52	0.0	67.7859754068777
53	0.0	101.79523867554963
54	0.0	170.49304640386254
55	0.0	101.02272068616003
56	0.0	154.9589557107538
57	0.0	266.6679845424369
58	0.0	147.30693493038416
59	0.0	276.314411778003
60	0.0	225.7797874044627
61	0.0	204.27546312566847
62	0.0	468.1651405990124
63	0.0	192.8971504094079
64	0.0	234.1946595115587
65	0.0	53.84083278477192
66	0.0	111.46665690466762
67	0.0	171.94312892388552
68	0.0	302.18641727697104
69	0.0	134.25496802665293
70	0.0	53.728533908724785
71	0.0	110.69317627698183
72	0.0	77.85849226638675
73	0.0	107.88766015321016
74	0.0	509.0992122422904
75	0.0	154.8834372079
76	0.0	95.60570365283638
77	0.0	61.5431044716388
78	0.0	78.66076834034175
79	0.0	216.7362323962152
80	0.0	68.24691162910312
81	0.0	429.8405594890937
82	0.0	962.0445213513449
83	0.0	130.3843699861318
84	0.0	238.49696503020823
85	0.0	44.87085517030209
86	0.0	441.7612957768142
87	0.0	229.71616382710636
88	0.0	355.66367756109685
89	0.0	317.0228358358145
90	0.0	510.901668923907
91	0.0	355.33174325246364
92	0.0	195.89256250765175
93	0.0	684.5457660965621
94	0.0	450.19716769456863
95	0.0	323.7327857641503
96	0.0	335.17112594563514
97	0.0	182.73623625282198
98	0.0	1241.6119006229565
99	0.0	241.46971479058266
